Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"D? án L?c Phát Residence, Ðý?ng 22/12, Phý?ng Thu?n Giao, Thu?n An, B?nh Dýõng",61.6,4,12,,,3,4,4,Have certificate,Full,3.6
"Ðý?ng V? Chí Th?ng, Phý?ng Ni?m Ngh?a, Lê Chân, H?i Ph?ng",75,7.6,,,,4,4,4,Have certificate,,6
"Ðý?ng Ph?m C? Lý?ng, Phý?ng An H?i Ðông, Sõn Trà, Ðà N?ng",55,4,7.5,Ðông,Ðông,3,3,2,Have certificate,Basic,6.9
"Ðý?ng Khuy?n Lýõng, Phý?ng Tr?n Phú, Hoàng Mai, Hà N?i",30,5,6,,,5,3,3,Have certificate,Full,4
"Ðý?ng Khuy?n Lýõng, Phý?ng Tr?n Phú, Hoàng Mai, Hà N?i",30,4.2,6,,,5,3,3,Have certificate,Full,5.5
"Ðý?ng Ð?i C?n, Phý?ng Ðôòi Câìn, Ba Ð?nh, Hà N?i",50,4,,,,5,,,Have certificate,,8.5
"Ðý?ng L?c Long Quân, Phý?ng 3, Qu?n 11, H? Chí Minh",40,3,6,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Basic,4.68
"D? án Sông H?ng Diamond City, Ðý?ng 379, X? Yên Phú, Yên M?, Hýng Yên",88,5.5,25,,,5,,,Sale contract,,9.6
"Ðý?ng Nguy?n Vãn Tho?i, Phý?ng An H?i Ðông, Sõn Trà, Ðà N?ng",105,45,7,,,2,3,3,Have certificate,Full,7.1
"Ðý?ng Cây Bài, X? Phý?c V?nh An, C? Chi, H? Chí Minh",116,5,8,B?c,,2,3,2,Have certificate,,3.2
"Ph? Hoàng Ng?c Phách, Phý?ng  Kênh Dýõng, Lê Chân, H?i Ph?ng",45,,,,,3,3,3,Have certificate,Full,2.85
"Ðý?ng S? 5, Phý?ng Linh Chi?u, Th? Ð?c, H? Chí Minh",63,5,,Ðông - B?c,Ðông - B?c,2,2,1,Have certificate,Basic,4.15
"Ðý?ng Trung Hành, Phý?ng Ð?ng Lâm, H?i An, H?i Ph?ng",65,,,Nam,,4,4,5,,,3.85
"Ðý?ng Qu?c L? 13, Phý?ng Hi?p B?nh Phý?c, Th? Ð?c, H? Chí Minh",58.5,4.5,5,,,2,2,2,Have certificate,,3.7
"Ðý?ng Tr?n Vãn Quang, Phý?ng 10, Tân B?nh, H? Chí Minh",10,,,,,2,1,2,Have certificate,Full,1.2
"Ðý?ng An Thý?ng 37, Phý?ng M? An, Ng? Hành Sõn, Ðà N?ng",60,5,7,,,4,4,4,Have certificate,Full,7.8
"Ðý?ng Tô K?, Phý?ng Trung M? Tây, Qu?n 12, H? Chí Minh",42,4,6,,,2,2,2,Have certificate,Basic,2.5
"D? án Phúc L?c Viên, Ðý?ng Ngô Quy?n, Phý?ng  An H?i B?c, Sõn Trà, Ðà N?ng",150,7.5,7.5,Ðông - B?c,Ðông - B?c,2,4,3,Have certificate,Full,9.8
"Ðý?ng Vãn Cao, Phý?ng LiêÞu Giai, Ba Ð?nh, Hà N?i",41,4.1,3,,,4,,,Have certificate,,9
"Ðý?ng Khuy?n Lýõng, Phý?ng Tr?n Phú, Hoàng Mai, Hà N?i",31,4.6,4,,,5,3,3,Have certificate,Full,3.95
"D? án PARCSpring, Ðý?ng Nguy?n Duy Trinh, Phý?ng B?nh Trýng Ðông, Qu?n 2, H? Chí Minh",136,,,,,,2,2,Have certificate,Basic,6.5
"Ðý?ng S? 40, Phý?ng Linh Ðông, Th? Ð?c, H? Chí Minh",50,4.3,,,,2,2,2,Have certificate,Full,3.5
"Ðý?ng Phúc Di?n, Phý?ng Phúc Di?n, B?c T? Liêm, Hà N?i",35,,,,,5,3,4,Have certificate,,5.6
"Ðý?ng S? 17, Phý?ng Hi?p B?nh Chánh, Th? Ð?c, H? Chí Minh",64,4,12,B?c,,5,5,4,Have certificate,Basic,9.6
"Ðý?ng Qu?c l? 1A, Phý?ng Tân Th?i Hi?p, Qu?n 12, H? Chí Minh",68,4.4,4,,,1,3,2,Have certificate,Basic,3.05
"D? án An Phú Th?nh, Ðý?ng Hu?nh T?n Phát, Phý?ng Nhõn B?nh, Quy Nhõn, B?nh Ð?nh",47,,,,,,,,,,1.7
"Ðý?ng Tr?n Xuân Lê, Phý?ng H?a Khê, Thanh Khê, Ðà N?ng",65.6,3.55,2.5,Ðông - Nam,,1,1,1,Have certificate,,2.37
"Lô 17, Ðý?ng Lê H?ng Phong, Phý?ng Ð?ng Lâm, H?i An, H?i Ph?ng",60,4,12,,,3,2,3,Have certificate,Basic,4.88
"Ðý?ng Tr?n Hoàn, Phý?ng  Ð?ng H?i, H?i An, H?i Ph?ng",52,4,12,Ðông - B?c,Ðông - B?c,4,4,5,Have certificate,,4.5
"Ðý?ng Phan Huy Ích, Phý?ng 10, Tân B?nh, H? Chí Minh",60,,,,,3,4,3,Have certificate,,8
"Ðý?ng Lýu Chí Hi?u, Phý?ng Tây Th?nh, Tân Phú, H? Chí Minh",56,4,3.5,,,2,2,2,Have certificate,Full,4.5
"Ðý?ng Ng? Hành Sõn, Phý?ng M? An, Ng? Hành Sõn, Ðà N?ng",132,6,,Tây,,3,3,3,Have certificate,Full,9
"Ðý?ng Ð?ng H?i, Phý?ng  Ð?ng H?i, H?i An, H?i Ph?ng",54,,5,,,4,3,3,Have certificate,Full,3.86
"D? án Ðông Tãng Long, Ðý?ng N5, Phý?ng Trý?ng Th?nh, Qu?n 9, H? Chí Minh",100,5,10,B?c,B?c,4,4,4,Have certificate,,6.5
"Ðý?ng L?ng Ðông, Phý?ng  Ð?ng H?i, H?i An, H?i Ph?ng",66,4.6,12,Nam,Nam,4,4,4,Have certificate,Full,4.79
"Ðý?ng 193 Vãn Cao, Phý?ng Ð?ng Lâm, H?i An, H?i Ph?ng",83,4.2,12,Nam,Nam,4,4,4,Have certificate,Basic,6.2
"D? án Park Riverside Tân C?ng, Ðý?ng Býng Ông Thoàn, Phý?ng Phú H?u, Qu?n 9, H? Chí Minh",75,5,12,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,8.2
"Ðý?ng Nguy?n Phi Khanh, Phý?ng V?nh H?a, Nha Trang, Khánh H?a",68,4,,Tây,,2,2,2,,,3.65
"654, Ðý?ng Ngô Gia T?, Phý?ng Thành Tô, H?i An, H?i Ph?ng",40,4,6,Nam,Nam,4,3,3,Have certificate,Basic,3.95
"Ðý?ng Lê H?ng Phong, Phý?ng Ðông Khê, Ngô Quy?n, H?i Ph?ng",68,4.4,,,,3,3,3,Have certificate,Full,8.99
"Ðý?ng 6, Phý?ng Biên Giang, Hà Ðông, Hà N?i",34,3.6,2.5,,,4,3,3,Have certificate,Basic,2.7
"D? án KÐT Danko City, Ðý?ng Qu?c l? 1B, X? Cao Ng?n, Thái Nguyên, Thái Nguyên",130,,30,,,,,,Have certificate,,5.2
"Ðý?ng Liên khu 4-5, Phý?ng B?nh Hýng H?a B, B?nh Tân, H? Chí Minh",24,4,5,,,2,2,3,,Full,1.68
"Ðý?ng 6, Phý?ng Biên Giang, Hà Ðông, Hà N?i",38,,4,,,3,4,3,Have certificate,,2.7
"Green Riverside, Hu?nh T?n Phát, Phú Xuân, Nhà Bè, H? Chí Minh",91.2,6.5,7,,,3,4,5,Have certificate,Full,9.2
"Ðý?ng Tr?n Hýng Ð?o, Phý?ng Ðông H?a, D? An, B?nh Dýõng",60,4,10,,,2,3,2,Have certificate,Basic,3.35
"Phý?ng Ðông H?a, D? An, B?nh Dýõng",113.7,,4,Nam,Nam,,2,2,Have certificate,Basic,3.19
"Ph? Hà Ð?c, Phý?ng Phý?c M?, Sõn Trà, Ðà N?ng",85,,,,,3,5,4,,,8.69
"Phý?ng Tân Thu?n Tây, Qu?n 7, H? Chí Minh",70,5,12,Tây - Nam,,,,,Have certificate,,9.9
"Ðý?ng Phú Minh, Phý?ng Minh Khai, B?c T? Liêm, Hà N?i",54,4.5,2.5,,,5,3,3,Have certificate,Basic,6
"D? án Park Riverside Tân C?ng, Ðý?ng Býng Ông Thoàn, Phý?ng Phú H?u, Qu?n 9, H? Chí Minh",75,5,12,Ðông - B?c,Tây - Nam,3,3,3,Have certificate,Full,8.49
"Ðý?ng Ðào T?n, Phý?ng Ngoòc Khaình, Ba Ð?nh, Hà N?i",45,,,,,5,6,4,Have certificate,Full,7.4
"49//77, Ðý?ng S? 51, Phý?ng 14, G? V?p, H? Chí Minh",36,,,Ðông - Nam,Ðông - Nam,4,3,3,Have certificate,,4.45
"H?m s? 02, Ðý?ng Thiên Phý?c, Phý?ng 9, Tân B?nh, H? Chí Minh",41.3,4.35,5,Tây - B?c,Tây - B?c,1,1,1,Have certificate,,6.5
"Ðý?ng M? Lao, Phý?ng M? Lao, Hà Ðông, Hà N?i",42,4,6,,,4,4,3,Have certificate,Full,10
"Ðý?ng Quang Trung, Phý?ng 10, G? V?p, H? Chí Minh",45,,,Ðông - Nam,Ðông - Nam,2,3,2,,,3.76
"Ðý?ng Ph?m Vãn Chiêu, Phý?ng 9, G? V?p, H? Chí Minh",56,4,4,Tây - Nam,Tây - Nam,4,4,5,Have certificate,,6.95
"Phý?ng Trý?ng Th?, Th? Ð?c, H? Chí Minh",70,4,6,,,3,3,3,Have certificate,,6.2
"Ðý?ng Ngô Gia T?, Phý?ng Thành Tô, H?i An, H?i Ph?ng",60,,12,,,3,2,2,Have certificate,Basic,3.99
"D? án Nhà ? x? h?i A6-A7, Ðý?ng Nguy?n Vãn Tr?i, Phý?ng Quang Vinh, Biên H?a, Ð?ng Nai",60,6.5,20,B?c,B?c,1,1,1,,Full,4.5
"Ðý?ng M? Lao, Phý?ng M? Lao, Hà Ðông, Hà N?i",38,3.7,4,,,5,4,4,Have certificate,Full,7.5
"Ðý?ng Xuân Ð?nh, Phý?ng Xuân Ð?nh, B?c T? Liêm, Hà N?i",38,,,,,6,3,5,Have certificate,Full,6.8
"Ðý?ng Vãn Cao, Phý?ng Ð?ng Lâm, H?i An, H?i Ph?ng",90,4.5,12,,,5,4,5,Have certificate,Full,8.6
"Ðý?ng Lê H?ng Phong, Phý?ng  Ð?ng H?i, H?i An, H?i Ph?ng",120,8,18,Tây - B?c,Tây - B?c,3,4,4,Have certificate,Full,8.68
"Ph? Do?n K? Thi?n, Phý?ng Mai D?ch, C?u Gi?y, Hà N?i",35,,,,,5,3,4,Have certificate,Full,5.5
"1/, Ðý?ng S? 13A, Phý?ng B?nh Hýng H?a A, B?nh Tân, H? Chí Minh",24,3,3,Ðông,Ðông,1,2,2,Have certificate,Basic,2.75
"Ðý?ng Ngô Gia T?, Phý?ng Thành Tô, H?i An, H?i Ph?ng",60,,12,,,4,4,4,Have certificate,Full,5.8
"Lô 16, Ðý?ng Lê H?ng Phong, Phý?ng Ð?ng Lâm, H?i An, H?i Ph?ng",60,4,15,Ðông - Nam,Ðông - Nam,4,4,5,Have certificate,Full,7.5
"Ðý?ng  59, Phý?ng 14, G? V?p, H? Chí Minh",52,4,7,,,4,4,6,Have certificate,Full,8.68
"Phý?ng Ðông Th?, Thanh Hóa, Thanh Hóa.",128,9.9,,Nam,,,,,Have certificate,,1.96
"Ðý?ng Ch? Hàng, Phý?ng Hàng Kênh, Lê Chân, H?i Ph?ng",46,,,,,4,4,4,Have certificate,Basic,3.35
"Ph? Phùng Hýng, Phý?ng Phý?c Long, Nha Trang, Khánh H?a",103.2,5.25,3,Tây - B?c,,3,6,5,Have certificate,Full,5.3
"Ðý?ng Vãn Cao, Phý?ng Ð?ng Lâm, H?i An, H?i Ph?ng",90,4.5,12,,,4,4,5,Have certificate,Full,6.5
"Ðý?ng Dýõng Khuê, Phý?ng Mai D?ch, C?u Gi?y, Hà N?i",50,4.2,,,,4,4,4,Have certificate,Full,8.35
"Ph? Tr?n Cung, Phý?ng Ngh?a Tân, C?u Gi?y, Hà N?i",63,,,,,4,4,3,Have certificate,Full,8.5
"Ðý?ng Ð?ng Nguyên C?n, Phý?ng 14, Qu?n 6, H? Chí Minh",59,10,3,,,2,3,3,Have certificate,Full,5.15
"Ðý?ng Hà Khê, Phý?ng Xuân Hà, Thanh Khê, Ðà N?ng",48.5,,6,Tây - B?c,Tây - B?c,2,3,2,Have certificate,,3.1
"Lô 22, Ðý?ng Lê H?ng Phong, Phý?ng Ðông Khê, Ngô Quy?n, H?i Ph?ng",60,,22,,,4,4,4,Have certificate,Full,8.8
"Ðý?ng Hi?p Thành 13, Phý?ng Hi?p Thành, Qu?n 12, H? Chí Minh",65,,8,,,4,4,5,Have certificate,,4.2
"Phý?ng V?nh H?a, Nha Trang, Khánh H?a",150,7.5,6,Nam,,2,3,2,Have certificate,,5.1
"Ðý?ng Ð?i T?, Phý?ng Ð?i Kim, Hoàng Mai, Hà N?i",40,,,,,4,4,3,Have certificate,,5.95
"Ðý?ng Lê Tr?ng T?n, Phý?ng Khýõng Mai, Thanh Xuân, Hà N?i",46,,,,,4,4,3,Have certificate,Full,9.5
"Ðý?ng Ngô Gia T?, Phý?ng 9, Qu?n 10, H? Chí Minh",45.4,,2.3,Ðông - B?c,Ðông - B?c,2,2,1,Have certificate,,5.2
"Ðý?ng Th?y Khuê, Phý?ng Th?y Khuê, Tây H?, Hà N?i",50,,2.5,,,5,6,5,Have certificate,Full,7.8
"Ng? 18, Ðý?ng Thanh L?m, Phý?ng Phú L?m, Hà Ðông, Hà N?i",32,3.8,2,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Full,3.82
"Ðý?ng Vý?n Lài, Phý?ng An Phú Ðông, Qu?n 12, H? Chí Minh",95,5,5,,,3,4,4,Have certificate,,4.19
"T? 3, Ðý?ng Vãn N?i, Phý?ng Phú Lýõng, Hà Ðông, Hà N?i",30,,,,,,,,Have certificate,,3.3
"656/74/143, Ðý?ng Quang Trung, Phý?ng 11, G? V?p, H? Chí Minh",78.8,,3,Nam,,5,5,6,Have certificate,Full,6.79
"Ðý?ng H? Tùng M?u, Phý?ng Mai D?ch, C?u Gi?y, Hà N?i",61,,,,,4,4,3,Have certificate,Full,9.2
"Ðý?ng B?nh Chu?n 36, Phý?ng B?nh Chu?n, Thu?n An, B?nh Dýõng",60,4,13,,,3,4,4,Have certificate,Basic,3.2
"D? án Ðông Tãng Long, Ðý?ng Nguy?n Duy Trinh, Phý?ng Trý?ng Th?nh, Qu?n 9, H? Chí Minh",130,,,,,4,6,6,Have certificate,,6.99
"Ph? Tr?n B?nh, Phý?ng Mai D?ch, C?u Gi?y, Hà N?i",50,,,,,4,4,3,Have certificate,Full,7.3
"X? Chà Là, Huy?n Dýõng Minh Châu, Tây Ninh",286,,,Ðông - Nam,,,,,Have certificate,,3.7
"D? án Ecopark, X? Xuân Quan, Vãn Giang, Hýng Yên",110,,,,,,,,Have certificate,,9
"Ph? Tr?n Cung, Phý?ng Ngh?a Tân, C?u Gi?y, Hà N?i",60,,,,,4,4,3,Have certificate,Full,8.8
"X? H?a Long, Bà R?a, Bà R?a V?ng Tàu.",140,,,,,1,2,2,Have certificate,,3.5
"Ðý?ng Th?ng Nh?t, Phý?ng 15, G? V?p, H? Chí Minh",100,6,6,Tây,Tây,2,6,4,Have certificate,Full,7.5
"Ðý?ng Ph?m Vãn Chiêu, Phý?ng 8, G? V?p, H? Chí Minh",40.8,,3.5,,,2,2,2,Have certificate,Basic,3.45
"Ng? 117, Ph? Tr?n Cung, Phý?ng Ngh?a Tân, C?u Gi?y, Hà N?i",39,4,,,,4,4,3,Have certificate,Full,5.1
"Ðý?ng Liên Phý?ng, Phý?ng Phú H?u, Qu?n 9, H? Chí Minh",90,5,,Ðông - Nam,,3,4,4,Have certificate,,10
"Ðý?ng C?u Gi?y, Phý?ng Quan Hoa, C?u Gi?y, Hà N?i",48,,,,,5,6,4,Have certificate,Full,7.6
"Ph? L? Thý?ng Ki?t, Phý?ng 4, M? Tho, Ti?n Giang",47,,,,,1,2,,Have certificate,,1.5
"Ðý?ng Nguy?n Vãn Quá, Phý?ng Ðông Hýng Thu?n, Qu?n 12, H? Chí Minh",90,,,,,2,4,2,Have certificate,Full,5
"H?m 373, Ph? L? Thý?ng Ki?t, Phý?ng 8, Tân B?nh, H? Chí Minh",67,3.8,4,,,4,4,4,Have certificate,Full,7.5
"Ðý?ng Nguy?n Vãn T?, Phý?ng Hóa An, Biên H?a, Ð?ng Nai",70,6,5,Tây,Tây,3,5,3,Have certificate,Full,3.5
"Ðý?ng S? 6, Phý?ng B?nh Trýng Tây, Qu?n 2, H? Chí Minh",50,,,,,2,2,2,,,3.9
"Ph? Khúc Th?a D?, Phý?ng D?ch V?ng, C?u Gi?y, Hà N?i",42,4,,,,6,,,Have certificate,Basic,7.8
"ðý?ng Ðông Ng?c, Phý?ng Ðông Ng?c, B?c T? Liêm, Hà N?i",72,5.2,,,,3,,,Have certificate,,7.5
"Ðý?ng Ðàm Quang Trung, Phý?ng Long Biên, Long Biên, Hà N?i",50,6,4,,,6,4,5,Have certificate,Full,9.8
"Ðý?ng H?ng Hà, Phý?ng Phuìc Xaì, Ba Ð?nh, Hà N?i",36,,,,,4,4,3,Have certificate,Full,7.5
"Phý?ng Linh Chi?u, Th? Ð?c, H? Chí Minh",89.4,4.7,,,,1,4,4,Have certificate,,6.2
"Ðý?ng L?c Long Quân, Phý?ng Ngh?a Ðô, C?u Gi?y, Hà N?i",43,,,,,5,,,Have certificate,Basic,6.3
"Ðý?ng Th?ch Bàn, Phý?ng Th?ch Bàn, Long Biên, Hà N?i",45,,,,,4,3,3,Have certificate,Full,6.95
"Ðý?ng Ðàm Quang Trung, Phý?ng Long Biên, Long Biên, Hà N?i",47,5.05,3,,,6,4,4,Have certificate,Basic,9.5
"D? án Vinhomes Royal Island, X? Th?y Tri?u, Th?y Nguyên, H?i Ph?ng",67.5,,,Tây - B?c,,,,,Have certificate,,8.89
"Ðý?ng Nguy?n Sõn, Phý?ng Ng?c Lâm, Long Biên, Hà N?i",46,,,,,4,5,5,Have certificate,Basic,6.6
"Ng? 1181, Ðý?ng Quang Trung, Phý?ng Yên Ngh?a, Hà Ðông, Hà N?i",31,4.2,,,,5,3,3,Have certificate,Basic,3.6
"Phý?ng Tân Quy, Qu?n 7, H? Chí Minh",64.77,,4,,,2,2,2,,,6.5
"Ðý?ng 32, Phý?ng B?nh Chu?n, Thu?n An, B?nh Dýõng",62,,22,Tây - B?c,B?c,3,3,3,Have certificate,,3.1
"Ðý?ng HL 30, X? Trung H?a, Ch? G?o, Ti?n Giang",152.5,,,,,,2,1,,,1.25
"Ðý?ng Ph?m H?u L?u, Phý?ng Phú M?, Qu?n 7, H? Chí Minh",41.2,,,,,2,3,,,Full,6.34
"Ðý?ng Hoàng Li?t, Phý?ng Hoàng Li?t, Hoàng Mai, Hà N?i",35,3.9,4.5,,,5,4,4,Have certificate,Full,7.5
"Ðý?ng D? Tý?ng, Phý?ng V?nh Nguyên, Nha Trang, Khánh H?a",103.2,,3,,,3,,,Have certificate,Full,5.3
"Ðý?ng Nguy?n Vãn C?, Phý?ng Ng?c Lâm, Long Biên, Hà N?i",56,5,4,,,5,6,6,Have certificate,Full,9.3
"Ðý?ng Kha V?n Cân, Phý?ng Linh Ðông, Th? Ð?c, H? Chí Minh",50.3,4.01,,,,3,4,3,Have certificate,Basic,5.1
"Ðý?ng Âu Dýõng Lân, Phý?ng 3, Qu?n 8, H? Chí Minh",42,4.3,4,,,3,3,3,Have certificate,Full,6.4
"Ðý?ng Tri?u Khúc, Phý?ng Thanh Xuân Nam, Thanh Xuân, Hà N?i",45,,,,,4,3,3,Have certificate,Basic,7.3
"Ðý?ng Tr?nh Vãn Bô, Phý?ng Phýõng Canh, Nam T? Liêm, Hà N?i.",35,4,3,,,5,3,4,Have certificate,Full,3.8
"Ðý?ng S? 3, Phý?ng Linh Trung, Th? Ð?c, H? Chí Minh",120.6,5.01,,,,,2,2,Have certificate,,8.8
"Ðý?ng Ð?i C?n, Phý?ng Li?u Giai, Ba Ð?nh, Hà N?i",43,,,,,5,3,,Have certificate,,6
"Ðý?ng 359, Phý?ng Phý?c Long B, Qu?n 9, H? Chí Minh",62,4,,,,3,3,4,Have certificate,Basic,5.99
"Phý?ng D?ch V?ng, C?u Gi?y, Hà N?i",50,4,10,B?c,B?c,4,4,5,Have certificate,Full,8.15
"Ph? H?ng Mai, Phý?ng Baòch Mai, Hai Bà Trýng, Hà N?i",33,,,,,4,4,3,Have certificate,Full,3.99
"Ðý?ng Hoàng Liên, Phý?ng Liên M?c, B?c T? Liêm, Hà N?i",45,6,4,,,5,3,4,Have certificate,Basic,4.9
"Ðý?ng Xuân Ð?nh, Phý?ng Xuân Ð?nh, B?c T? Liêm, Hà N?i",40,,,,,5,3,4,Have certificate,Full,7.5
"D? án The Star Village, Ðý?ng Ngô Quang Th?m, X? Long Th?i, Nhà Bè, H? Chí Minh",82.5,,,,,3,4,5,Have certificate,,5
"H?m thông Ðý?ng Nguy?n Th? Ki?u, Phý?ng Tân Th?i Hi?p, Qu?n 12, H? Chí Minh",114,,,,,2,,,Have certificate,,4.69
"Ðý?ng Bùi Huy Bích, Phý?ng Th?nh Li?t, Hoàng Mai, Hà N?i",45,7,,,,6,3,4,Have certificate,Full,9.6
"Ðý?ng S? 11, Phý?ng Trý?ng Th?, Th? Ð?c, H? Chí Minh",60.3,4.2,5,,,4,4,5,Have certificate,Basic,8.5
"Phý?ng Hi?p B?nh Chánh, Th? Ð?c, H? Chí Minh",100,5,,,,4,6,7,Have certificate,,9.5
"Ðý?ng Ð?i C?n, Phý?ng Ðôòi Câìn, Ba Ð?nh, Hà N?i",50,2,,,,4,3,3,Have certificate,Full,6
"D? án NovaWorld Phan Thi?t, Ðý?ng L?c Long Quân, X? Ti?n Thành, Phan Thi?t, B?nh Thu?n",160,8,13,Ðông - Nam,Ðông - Nam,1,3,3,Sale contract,Full,5.9
"Phý?ng Linh Chi?u, Th? Ð?c, H? Chí Minh",108.8,5.6,,Ðông - Nam,,3,4,4,Have certificate,Full,9.3
"Ðý?ng Hoàng Mai, Phý?ng Hoàng Vãn Th?, Hoàng Mai, Hà N?i",42,4,6,,,6,4,4,Have certificate,,8.5
"1942, Ðý?ng Hu?nh T?n Phát, Th? tr?n Nhà Bè, Nhà Bè, H? Chí Minh",62.5,,,,,3,4,3,Have certificate,Full,5.28
"D? án La Vida Residences, Ðý?ng 3/2, Phý?ng 12, V?ng Tàu, Bà R?a V?ng Tàu",103.2,,11,Tây - B?c,,4,3,4,,,6.5
"Ðý?ng Kha V?n Cân, Phý?ng Linh Tây, Th? Ð?c, H? Chí Minh",152.1,8,,,,,,,,,8.9
"Ðý?ng Phan Huy Ích, Phý?ng 15, Tân B?nh, H? Chí Minh",68,,8,,,3,4,5,Have certificate,,7.45
"Ðý?ng S? 9, Phý?ng Linh Tây, Th? Ð?c, H? Chí Minh",77.2,6.9,5.9,Tây - B?c,,2,4,4,Have certificate,Basic,6
"Ðý?ng Hu?nh T?n Phát, Phý?ng Tân Thu?n Tây, Qu?n 7, H? Chí Minh",55,5,,,,2,2,2,Have certificate,Basic,4.75
"Ng? 1181, Ðý?ng Quang Trung, Phý?ng Yên Ngh?a, Hà Ðông, Hà N?i",30,,,,,5,3,3,Have certificate,,3.6
"Ðý?ng An Dýõng Výõng, Phý?ng Phú Thý?ng, Tây H?, Hà N?i",40,3.6,,,,5,5,4,Have certificate,Full,6.95
"Ðý?ng Ðinh Công Tráng, Phý?ng Thu?n Phý?c, H?i Châu, Ðà N?ng",60,,5.5,,,2,2,2,,,4.1
"Ph? X? Ðàn, Phý?ng Nam ÐôÌng, Ð?ng Ða, Hà N?i",42,,,,,5,3,,Have certificate,Full,6.6
"Ðý?ng Phan Tr?ng Tu?, X? Tân Tri?u, Thanh Tr?, Hà N?i",40,4.5,5,,,5,4,4,Have certificate,Full,6.3
"Ðý?ng S? 9, Phý?ng Linh Xuân, Thành ph? Th? Ð?c, H? Chí Minh",60,5,5,Tây - B?c,Tây - B?c,2,3,4,Have certificate,Full,4.4
"Phý?ng H?a Thu?n Tây, H?i Châu, Ðà N?ng",82,6.5,5.5,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,6.8
"Ng? 180, Ðý?ng ? La, Phý?ng Dýõng N?i, Hà Ðông, Hà N?i",30,,3,Tây - Nam,,5,3,3,Have certificate,Full,4.15
"Ðý?ng DX 006, Phý?ng Phú M?, Th? D?u M?t, B?nh Dýõng",106,6,5,B?c,B?c,1,3,2,Have certificate,Full,3.75
"D? án Vinhomes Marina C?u Rào 2, Phý?ng V?nh Ni?m, Lê Chân, H?i Ph?ng",75,5,,Ðông - Nam,,,,,Have certificate,,8
"T? 9, Ðý?ng Nhân Tr?ch, Phý?ng Phú Lýõng, Hà Ðông, Hà N?i",44,,,,,5,4,6,Have certificate,Basic,4.55
"Ðý?ng DX 031, Phý?ng Phú M?, Th? D?u M?t, B?nh Dýõng",81.2,5,5,Nam,Nam,2,3,2,Have certificate,,3.25
"Ðý?ng Nguy?n Th? Minh Khai, Phý?ng Phú H?a, Th? D?u M?t, B?nh Dýõng",110,5,5,Tây - Nam,Tây - Nam,,2,1,Have certificate,,2.7
"Phý?ng Baòch Mai, Hai Bà Trýng, Hà N?i",66,3.4,,,,4,,,Have certificate,Full,6.6
"H?m 288, Ðý?ng Hu?nh Vãn L?y, Phý?ng Phú L?i, Th? D?u M?t, B?nh Dýõng",95,5,4,Tây - Nam,Tây - Nam,2,4,4,Have certificate,Basic,3.28
"P Nhân Tr?ch, Phý?ng Phú Lýõng, Hà Ðông, Hà N?i",43.5,3.55,,,,5,4,6,Have certificate,Basic,4.55
"Ðý?ng Hu?nh Vãn Cù, Phý?ng Chánh M?, Th? D?u M?t, B?nh Dýõng",125,5,5,Ðông - Nam,Ðông - Nam,1,3,2,Have certificate,Basic,2.95
"Ðý?ng Phú Ðô, Phý?ng Phú Ðô, Nam T? Liêm, Hà N?i",35,4,3.5,,,6,9,9,Have certificate,Full,6.9
"Ðý?ng Bùi Qu?c Khánh, Phý?ng Chánh Ngh?a, Th? D?u M?t, B?nh Dýõng",70,5,4,Tây - Nam,Tây - Nam,3,4,3,Have certificate,Full,4.5
"Ðý?ng Thanh Lân, Phý?ng L?nh Nam, Hoàng Mai, Hà N?i",36,,,,,4,4,,,Full,5.2
"Ðý?ng Ngô Lan Chi, Phý?ng V?nh H?a, Nha Trang, Khánh H?a",60,5,13,B?c,B?c,3,4,3,Have certificate,,4.5
"Phý?ng Phúc La, Hà Ðông, Hà N?i",30,,3,,,5,4,4,Have certificate,Basic,2.3
"Ðý?ng DX 031, Phý?ng Phú M?, Th? D?u M?t, B?nh Dýõng",73,5,6,Ðông,Ðông,2,3,2,Have certificate,Basic,2.95
"D? án Vinhomes Royal Island, X? Th?y Tri?u, Th?y Nguyên, H?i Ph?ng",75,,,,,4,,,,,7.9
"Ðý?ng Ph?m Vãn B?ch, Phý?ng 15, Tân B?nh, H? Chí Minh",100,4.2,,,,3,3,3,Have certificate,,7.8
"Ðý?ng Xuân Ð?, Phý?ng C? Kh?i, Long Biên, Hà N?i",30.9,4.91,,,Ðông,5,3,3,Have certificate,Full,4.4
"Ðý?ng Nguy?n Ð?c Thu?n, Phý?ng Hi?p Thành, Th? D?u M?t, B?nh Dýõng",79.4,5,5,Ðông - B?c,Ðông - B?c,1,3,2,Have certificate,Full,2.95
"Ðý?ng Kim Ngýu, Phý?ng Minh Khai, Hai Bà Trýng, Hà N?i",30,3.5,,,,5,3,,Have certificate,,5.5
"Ðý?ng D6, Phý?ng Phú Tân, Th? D?u M?t, B?nh Dýõng",150,5,8,Tây,Tây,2,3,2,Have certificate,Basic,4.1
